id,host_id,host_response_time,host_response_rate,host_is_superhost,host_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month,crime,year
32291149,149857158,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.1112,-118.33261999999999,Guest suite,Entire home/apt,2,1.0,1.0,1.0,,230.0,,,,,1,$0.00,3,1125,2 months ago,30,60,90,90,2,100.0,10.0,10.0,10.0,10.0,0.24,47879.0,2019.0
552883,2945859,within a day,83%,t,1.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042,Los Angeles,"Los Angeles, CA",US,United States,34.11998,-118.18191000000002,House,Entire home/apt,2,1.0,1.0,2.0,,110.0,$735.00,"$5,000.00",$250.00,$65.00,2,$100.00,3,28,5 weeks ago,0,0,0,157,124,98.0,10.0,10.0,10.0,9.0,1.4,47879.0,2019.0
7584549,9506959,,,f,2.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046,Los Angeles,"West Hollywood, CA",US,United States,34.0929,-118.34969,Apartment,Entire home/apt,2,2.0,1.0,1.0,,165.0,,,$250.00,$65.00,1,$0.00,2,8,41 months ago,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,0.07,27938.0,2019.0
9181108,10531137,within an hour,100%,t,22.0,"Los Angeles, CA, United States",South LA,West Adams,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.029740000000004,-118.35458,Apartment,Entire home/apt,3,1.0,1.0,0.0,,89.0,,,,$125.00,2,$35.00,1,90,a week ago,19,49,79,354,19,97.0,10.0,10.0,10.0,9.0,0.4,47879.0,2019.0
29443050,20056779,within an hour,94%,f,34.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-City,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.03476,-118.36128000000001,Apartment,Entire home/apt,6,1.0,2.0,4.0,,110.0,,,$150.00,$75.00,1,$0.00,31,1125,today,5,32,62,247,57,86.0,9.0,8.0,10.0,9.0,4.22,47879.0,2019.0
22527822,127702110,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Mid-Wilshire,West Adams,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.03018,-118.36311,House,Entire home/apt,3,1.0,1.0,1.0,,99.0,,,$500.00,$85.00,2,$45.00,30,1125,a week ago,3,33,63,243,142,97.0,10.0,10.0,10.0,10.0,6.4,47879.0,2019.0
30397224,212556097,within an hour,88%,f,37.0,"Los Angeles, CA, United States",South LA,Historic South-Central,City of Los Angeles,Los Angeles,CA,90011,Los Angeles,"Los Angeles, CA",US,United States,34.02174,-118.25773999999998,Hostel,Hotel room,16,1.0,1.0,6.0,,99.0,,,$0.00,$10.00,5,$22.00,1,365,today,19,19,19,19,11,82.0,8.0,8.0,8.0,9.0,0.95,47879.0,2019.0
32573765,157244864,within an hour,100%,f,6.0,"Inglewood, CA, United States",Inglewood,Inglewood,Other Cities,Inglewood,CA,90305,Los Angeles,"Inglewood, CA",US,United States,33.96398,-118.32371,House,Entire home/apt,2,1.0,1.0,1.0,,105.0,,,$500.00,$50.00,2,$25.00,3,90,3 months ago,0,0,0,0,26,98.0,10.0,10.0,10.0,10.0,2.81,7980.0,2019.0
40142903,309874290,within an hour,100%,f,1.0,"Los Angeles, CA, United States",El Sereno,El Sereno,City of Los Angeles,Los Angeles,CA,90032,Los Angeles,"Los Angeles, CA",US,United States,34.06848,-118.17294,Bungalow,Private room,2,1.0,1.0,2.0,,75.0,,,$0.00,$40.00,1,$0.00,1,10,a week ago,13,36,65,65,4,100.0,10.0,10.0,10.0,10.0,4.0,47879.0,2019.0
5933788,4168305,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.13235,-118.34563,House,Private room,2,1.0,2.0,2.0,,115.0,,,,$75.00,2,$35.00,1,60,32 months ago,29,59,89,179,1,100.0,10.0,10.0,10.0,10.0,0.03,47879.0,2019.0
7881203,7426511,,,f,2.0,"Los Angeles, CA, United States",Mid-Wilshire,Mid-Wilshire,City of Los Angeles,Los Angeles,CA,90005,Los Angeles,"Los Angeles, CA",US,United States,34.0571,-118.32511000000001,Condominium,Entire home/apt,4,2.0,2.0,2.0,,185.0,$950.00,"$3,500.00",$250.00,$60.00,4,$30.00,30,1125,12 months ago,0,0,0,0,40,98.0,10.0,9.0,10.0,10.0,0.81,47879.0,2019.0
907295,4859326,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Hollywood Hills,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.107659999999996,-118.32011999999999,Apartment,Private room,2,1.0,1.0,1.0,,265.0,"$1,750.00","$4,550.00",$300.00,$40.00,1,$35.00,30,30,26 months ago,30,60,90,90,3,100.0,10.0,10.0,9.0,10.0,0.1,47879.0,2019.0
37889848,15693211,within an hour,100%,f,6.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015,Los Angeles,"Los Angeles, CA",US,United States,34.03833,-118.26663,Apartment,Entire home/apt,4,1.0,1.0,2.0,,171.0,,,$0.00,$50.00,1,$0.00,1,1125,3 weeks ago,14,28,44,288,3,100.0,10.0,10.0,10.0,10.0,0.96,47879.0,2019.0
20178725,21789124,,,f,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.77267,-118.16803999999999,Condominium,Private room,2,1.0,1.0,1.0,,65.0,,,,$12.00,2,$15.00,1,1125,18 months ago,0,0,0,0,11,100.0,10.0,10.0,10.0,9.0,0.39,148.0,2019.0
38749037,256066685,within a few hours,90%,f,0.0,"Los Angeles, CA, United States",Sherman Oaks,Sherman Oaks,City of Los Angeles,Los Angeles,CA,91423,Los Angeles,"Los Angeles, CA",US,United States,34.150040000000004,-118.42702,Guesthouse,Entire home/apt,2,1.0,0.0,1.0,,120.0,,,$0.00,$69.00,1,$0.00,5,1125,6 weeks ago,9,39,68,68,4,100.0,10.0,10.0,10.0,10.0,1.9,47879.0,2019.0
21865795,88606472,,,f,1.0,"Los Angeles, CA, United States",Mid-Wilshire,Koreatown,City of Los Angeles,Los Angeles,CA,90004,Los Angeles,"Los Angeles, CA",US,United States,34.07523,-118.28792,Loft,Entire home/apt,3,1.0,1.0,1.0,,120.0,,,,$30.00,1,$0.00,2,1125,18 months ago,0,0,0,0,6,100.0,10.0,8.0,10.0,10.0,0.25,47879.0,2019.0
8654861,6376798,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.07594,-118.2684,Apartment,Entire home/apt,2,1.0,1.0,1.0,,125.0,,,,$40.00,1,$0.00,2,1125,3 days ago,1,1,1,1,152,99.0,10.0,10.0,10.0,10.0,2.99,47879.0,2019.0
12592116,5548801,within an hour,92%,t,2.0,"Los Angeles, CA, United States",Del Rey,Del Rey,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.99566,-118.42727,Apartment,Private room,2,1.0,1.0,1.0,,69.0,,,$0.00,$10.00,2,$10.00,1,1125,8 months ago,0,0,0,0,87,96.0,10.0,10.0,10.0,10.0,1.98,47879.0,2019.0
26916774,90154348,within an hour,100%,f,5.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015,Los Angeles,"Los Angeles, CA",US,United States,34.0409,-118.26135,Condominium,Entire home/apt,3,1.0,0.0,2.0,,139.0,,,$199.00,$50.00,2,$20.00,1,1125,yesterday,23,52,81,245,55,90.0,9.0,8.0,9.0,10.0,3.52,47879.0,2019.0
29992079,162862276,within an hour,97%,f,13.0,"Los Angeles, CA, United States",Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90029,Los Angeles,"Los Angeles, CA",US,United States,34.08432,-118.30533,House,Private room,3,1.0,1.0,2.0,,43.0,,,$0.00,$65.00,1,$25.00,1,60,4 weeks ago,12,42,72,347,12,95.0,9.0,10.0,10.0,9.0,0.95,47879.0,2019.0
662171,3263029,within an hour,100%,t,4.0,"Los Angeles, CA, United States",Mar Vista,Sawtelle,City of Los Angeles,Los Angeles,CA,90064,Los Angeles,"Los Angeles, CA",US,United States,34.0285,-118.44205,House,Entire home/apt,8,2.5,3.0,4.0,,299.0,"$2,150.00",,"$1,500.00",$150.00,6,$25.00,2,365,3 weeks ago,0,0,0,0,154,96.0,10.0,9.0,10.0,10.0,1.77,47879.0,2019.0
39321994,300101525,within an hour,98%,f,7.0,"Los Angeles, CA, United States",Lincoln Heights,Lincoln Heights,City of Los Angeles,Los Angeles,CA,90031,Los Angeles,"Los Angeles, CA",US,United States,34.06946,-118.20618,House,Private room,2,1.0,1.0,1.0,,40.0,,,$0.00,$25.00,1,$5.00,1,1125,6 weeks ago,5,5,5,5,3,100.0,10.0,9.0,10.0,10.0,1.96,47879.0,2019.0
21620761,9950113,within an hour,100%,f,3.0,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90211,Los Angeles,"Beverly Hills, CA",US,United States,34.06382,-118.39119,Townhouse,Entire home/apt,5,2.0,2.0,2.0,,180.0,,,$200.00,$115.00,4,$20.00,30,1125,today,12,20,50,230,39,94.0,9.0,9.0,10.0,10.0,1.6,8874.0,2019.0
36071773,261470409,within an hour,100%,f,1.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.007290000000005,-118.45336999999999,Guest suite,Entire home/apt,4,1.0,1.0,2.0,,125.0,,,$200.00,$100.00,2,$10.00,1,90,3 weeks ago,16,40,70,155,16,100.0,10.0,10.0,10.0,10.0,3.58,47879.0,2019.0
29011873,24294418,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Canoga Park,Canoga Park,City of Los Angeles,Los Angeles,CA,91606,Los Angeles,"Los Angeles, CA",US,United States,34.209340000000005,-118.60485,Condominium,Entire home/apt,4,1.0,1.0,1.0,,70.0,,,$150.00,$50.00,4,$10.00,1,1125,2 months ago,5,35,65,124,49,97.0,10.0,10.0,10.0,10.0,5.05,47879.0,2019.0
22580281,30538790,,,f,1.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90013,Los Angeles,"Los Angeles, CA",US,United States,34.0497,-118.25075,Apartment,Private room,1,1.0,1.0,1.0,,75.0,,,,,1,$0.00,1,1125,20 months ago,0,0,0,0,1,100.0,10.0,6.0,8.0,10.0,0.05,47879.0,2019.0
32667772,245629634,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90013,Los Angeles,"Los Angeles, CA",US,United States,34.04848,-118.25235,Loft,Entire home/apt,4,1.0,1.0,2.0,,150.0,,,$0.00,$25.00,2,$20.00,1,14,6 weeks ago,3,23,49,49,83,95.0,10.0,10.0,10.0,10.0,8.89,47879.0,2019.0
14642543,42238836,within an hour,100%,f,24.0,"Los Angeles, CA, United States",South LA,Downtown,City of Los Angeles,Los Angeles,CA,90015,Los Angeles,"Los Angeles, CA",US,United States,34.031209999999994,-118.26511,Apartment,Entire home/apt,4,1.0,0.0,2.0,,69.0,,,$0.00,$75.00,1,$0.00,31,365,5 weeks ago,0,0,3,3,83,81.0,9.0,9.0,9.0,8.0,2.08,47879.0,2019.0
17732443,35491973,within an hour,100%,t,1.0,"Los Angeles, CA, United States",Mid-City,Mid-City,City of Los Angeles,Los Angeles,CA,90016,Los Angeles,"Los Angeles, CA",US,United States,34.040209999999995,-118.34053,House,Entire home/apt,4,1.0,2.0,2.0,,179.0,,,$179.00,$99.00,1,$0.00,30,1125,2 months ago,25,26,31,241,135,99.0,10.0,10.0,10.0,10.0,4.12,47879.0,2019.0
30134958,90154348,within an hour,100%,f,5.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90015,Los Angeles,"Los Angeles, CA",US,United States,34.04137,-118.25993999999999,Apartment,Entire home/apt,3,1.0,0.0,2.0,,149.0,,,$159.00,$60.00,2,$20.00,1,1125,a week ago,1,1,14,140,37,96.0,10.0,10.0,10.0,10.0,3.17,47879.0,2019.0
32128805,133145161,,,f,1.0,"Los Angeles, CA, United States",Westchester/Playa Del Rey,Playa del Rey,City of Los Angeles,Los Angeles,CA,90293,Los Angeles,"Los Angeles, CA",US,United States,33.931979999999996,-118.43651000000001,Apartment,Entire home/apt,6,1.0,2.0,5.0,,114.0,,,"$1,000.00",$100.00,6,$0.00,1,12,6 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.16,47879.0,2019.0
4589154,7512943,,,,,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90802,Los Angeles,"Long Beach, CA",US,United States,33.76684,-118.1971,Condominium,Entire home/apt,2,1.0,1.0,1.0,,125.0,,"$3,750.00",$300.00,$75.00,2,$50.00,30,1125,3 weeks ago,27,57,87,362,18,98.0,9.0,9.0,10.0,10.0,0.3,148.0,2019.0
7406984,38807979,,,t,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.096379999999996,-118.32253999999999,Condominium,Entire home/apt,3,1.0,2.0,2.0,,109.0,$899.00,"$3,499.00",$120.00,$60.00,1,$0.00,31,99,6 weeks ago,0,8,17,17,28,94.0,10.0,9.0,10.0,10.0,0.56,47879.0,2019.0
35266436,258600439,within an hour,100%,t,2.0,"Santa Monica, CA, United States",Santa Monica,Santa Monica,Other Cities,Santa Monica,CA,90401,Los Angeles,"Santa Monica, CA",US,United States,34.01672,-118.49318000000001,Apartment,Private room,4,2.0,2.0,3.0,,269.0,,,"$1,000.00",$98.00,4,$30.00,3,300,5 days ago,15,38,61,61,19,98.0,10.0,10.0,9.0,10.0,3.61,7166.0,2019.0
39278606,66442331,within an hour,100%,f,1.0,"Los Angeles, CA, United States",South LA,Vermont Vista,City of Los Angeles,Los Angeles,CA,90044,Los Angeles,"Los Angeles, CA",US,United States,33.93398,-118.28663,Guesthouse,Entire home/apt,4,1.0,1.0,1.0,,130.0,,,,$35.00,2,$15.00,1,1125,yesterday,8,8,8,8,7,100.0,10.0,10.0,10.0,10.0,4.38,47879.0,2019.0
32669772,8534462,within an hour,99%,f,1057.0,"Los Angeles, CA, United States",Downtown,Downtown,City of Los Angeles,Los Angeles,CA,90012,Los Angeles,"Los Angeles, CA",US,United States,34.05301,-118.25266,Apartment,Entire home/apt,3,1.0,0.0,1.0,560.0,220.0,,,$500.00,$89.00,2,$30.00,2,1125,today,30,60,82,82,1,20.0,2.0,8.0,2.0,8.0,0.14,47879.0,2019.0
35650284,48005494,within a few hours,99%,t,1759.0,"Pasadena, CA, United States",San Marino,San Pasqual,Unincorporated Areas,Pasadena,CA,,Los Angeles,"Pasadena, CA",US,United States,34.14042,-118.09945,Apartment,Entire home/apt,2,1.0,1.0,1.0,,92.0,,,$500.00,$300.00,1,$0.00,30,1125,5 days ago,5,35,65,340,1,60.0,6.0,6.0,10.0,10.0,0.42,67.0,2019.0
20930226,137723569,within a few hours,88%,f,22.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.10159,-118.34553999999999,Apartment,Entire home/apt,8,3.0,3.0,5.0,,298.0,,,$200.00,$150.00,5,$20.00,30,1125,3 weeks ago,8,38,68,343,49,89.0,9.0,9.0,10.0,10.0,2.57,47879.0,2019.0
13409667,27498737,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Sunland/Tujunga,Sunland,City of Los Angeles,Los Angeles,CA,91040,Los Angeles,"Los Angeles, CA",US,United States,34.26234,-118.32733,Cabin,Private room,1,1.5,1.0,1.0,,43.0,,,$150.00,$55.00,1,$0.00,2,7,2 weeks ago,30,60,90,365,31,98.0,10.0,10.0,10.0,10.0,0.73,47879.0,2019.0
639363,3191837,within a few hours,91%,t,6.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,33.99732,-118.43955,Townhouse,Entire home/apt,7,2.0,3.0,3.0,,257.0,,,$500.00,$120.00,5,$25.00,2,60,4 days ago,6,6,6,254,70,93.0,9.0,9.0,10.0,9.0,0.79,47879.0,2019.0
2703551,13837305,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99703,-118.45165,House,Private room,2,1.0,1.0,1.0,,59.0,,,$150.00,$25.00,1,$20.00,1,30,a week ago,0,0,0,0,252,99.0,10.0,10.0,10.0,10.0,6.47,47879.0,2019.0
15789030,3386487,within an hour,91%,f,6.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99507,-118.45835,Camper/RV,Entire home/apt,2,1.0,0.0,1.0,,65.0,,,$100.00,$15.00,1,$15.00,2,30,4 months ago,0,0,0,33,46,93.0,9.0,9.0,9.0,10.0,1.25,47879.0,2019.0
24526272,85722758,,,f,1.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90803,Los Angeles,"Long Beach, CA",US,United States,33.75403,-118.13435,Apartment,Entire home/apt,3,1.0,1.0,1.0,,135.0,,,$0.00,$50.00,2,$10.00,2,1125,19 months ago,0,0,0,0,5,84.0,9.0,8.0,10.0,10.0,0.25,148.0,2019.0
5048418,954297,within a few hours,100%,f,7.0,"Los Angeles, CA, United States",Los Feliz,Los Feliz,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.09925,-118.28385,Apartment,Entire home/apt,2,1.0,1.0,1.0,,113.0,"$1,261.00","$3,750.00",$500.00,$35.00,2,$0.00,30,1125,3 months ago,0,0,0,0,8,100.0,10.0,10.0,10.0,10.0,0.38,47879.0,2019.0
1538312,8111032,,,f,2.0,"Los Angeles, CA, United States",Mount Washington,Mount Washington,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.098690000000005,-118.21636000000001,House,Entire home/apt,5,1.0,3.0,3.0,,180.0,$904.00,"$3,192.00",$350.00,$80.00,3,$30.00,4,120,10 months ago,0,0,0,0,29,98.0,10.0,10.0,10.0,10.0,0.39,47879.0,2019.0
31121871,93545817,within an hour,100%,t,3.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.11157,-118.32706999999999,House,Entire home/apt,4,1.0,1.0,2.0,,160.0,,,$200.00,$100.00,2,$25.00,2,30,yesterday,10,24,39,170,55,99.0,10.0,10.0,10.0,10.0,4.94,47879.0,2019.0
20624307,44804019,,,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills West,City of Los Angeles,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.09919,-118.36478000000001,Apartment,Entire home/apt,2,1.0,0.0,1.0,,110.0,,,$0.00,$50.00,2,$50.00,30,30,14 months ago,0,0,0,0,6,88.0,9.0,8.0,9.0,10.0,0.22,47879.0,2019.0
5472229,27017039,within an hour,100%,f,3.0,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90810,Los Angeles,"Long Beach, CA",US,United States,33.79481,-118.20721,House,Entire home/apt,5,1.0,2.0,2.0,,120.0,$775.00,"$3,400.00",$0.00,$30.00,4,$10.00,2,60,5 months ago,18,48,78,353,71,90.0,9.0,9.0,10.0,9.0,1.29,148.0,2019.0
23664896,162042278,within an hour,100%,t,9.0,"Los Angeles, CA, United States",East Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.09677,-118.29231000000001,Apartment,Entire home/apt,2,1.0,0.0,1.0,,135.0,,,$300.00,$100.00,2,$15.00,30,1125,today,16,46,76,198,88,96.0,10.0,10.0,10.0,10.0,4.15,47879.0,2019.0
29515847,48005494,within a few hours,99%,t,1759.0,"Los Angeles, CA, United States",Westside,West Los Angeles,City of Los Angeles,Los Angeles,CA,,Los Angeles,"Los Angeles, CA",US,United States,34.0476,-118.44076000000001,Condominium,Entire home/apt,4,2.0,2.0,2.0,,208.0,,,$500.00,$410.00,1,$0.00,30,1125,4 days ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,0.09,47879.0,2019.0
5970919,3607908,within an hour,100%,f,4.0,"Los Angeles, CA, United States",Mar Vista,Mar Vista,City of Los Angeles,Los Angeles,CA,90066,Los Angeles,"Los Angeles, CA",US,United States,34.00994,-118.44808,House,Entire home/apt,6,2.5,3.0,4.0,,279.0,"$1,699.00","$6,990.00",$0.00,$5.00,1,$0.00,31,31,4 days ago,0,0,0,137,16,99.0,10.0,10.0,10.0,10.0,0.3,47879.0,2019.0
14828108,25326961,within an hour,100%,t,37.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.989959999999996,-118.47433999999998,Apartment,Entire home/apt,2,1.0,0.0,1.0,,90.0,,,$500.00,$150.00,1,$0.00,31,1125,today,27,27,56,331,9,98.0,10.0,9.0,10.0,10.0,0.25,47879.0,2019.0
39502780,44729205,within a few hours,90%,f,8.0,"West Hollywood, CA, United States",West Hollywood,West Hollywood,Other Cities,West Hollywood,CA,90046,Los Angeles,"West Hollywood, CA",US,United States,34.09391,-118.34591999999999,Guesthouse,Entire home/apt,4,1.0,1.0,4.0,,200.0,,,$500.00,$125.00,3,$25.00,5,1125,today,13,35,65,340,1,100.0,6.0,8.0,10.0,10.0,1.0,27938.0,2019.0
22713384,2764938,,,f,1.0,"Los Angeles, CA, United States",Highland Park,Highland Park,City of Los Angeles,Los Angeles,CA,90042,Los Angeles,"Los Angeles, CA",US,United States,34.1042,-118.20092,Townhouse,Entire home/apt,4,1.5,1.0,1.0,,50.0,,,$0.00,$130.00,2,$30.00,2,7,6 months ago,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,0.1,47879.0,2019.0
30068400,5074061,within an hour,98%,f,17.0,"Los Angeles, CA, United States",Westwood,Westwood,City of Los Angeles,Los Angeles,CA,90024,Los Angeles,"Los Angeles, CA",US,United States,34.0631,-118.44235,Apartment,Entire home/apt,6,2.0,2.0,5.0,,232.0,,,$200.00,$150.00,1,$15.00,30,1125,3 months ago,6,36,66,240,33,87.0,9.0,9.0,9.0,10.0,2.62,47879.0,2019.0
23311156,400289,within a few hours,100%,f,3.0,"Los Angeles, CA, United States",East Hollywood,East Hollywood,City of Los Angeles,Los Angeles,CA,90027,Los Angeles,"Los Angeles, CA",US,United States,34.095929999999996,-118.30746,Condominium,Entire home/apt,6,2.0,3.0,3.0,,130.0,,,$0.00,$90.00,1,$0.00,30,45,3 months ago,20,50,80,80,87,94.0,10.0,9.0,10.0,9.0,3.98,47879.0,2019.0
35702289,268556938,a few days or more,0%,f,1.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038,Los Angeles,"Los Angeles, CA",US,United States,34.091229999999996,-118.32258999999999,Apartment,Entire home/apt,2,1.0,0.0,1.0,,63.0,,,$0.00,$20.00,1,$0.00,30,1125,5 months ago,0,0,0,187,1,60.0,10.0,4.0,10.0,10.0,0.29,47879.0,2019.0
38799396,144376581,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90038,Los Angeles,"Los Angeles, CA",US,United States,34.086059999999996,-118.31387,Apartment,Entire home/apt,3,1.5,1.0,0.0,,99.0,,,$0.00,$35.00,1,$0.00,1,1125,5 days ago,1,1,1,1,14,96.0,10.0,9.0,10.0,10.0,6.46,47879.0,2019.0
34544107,49353055,within an hour,91%,f,3.0,"Los Angeles, CA, United States",South Robertson,Pico-Robertson,City of Los Angeles,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.05576,-118.38795,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,125.0,,,$0.00,$150.00,1,$0.00,31,1125,3 days ago,7,29,49,322,4,90.0,10.0,10.0,10.0,10.0,0.62,47879.0,2019.0
38679249,295568874,within an hour,100%,f,1.0,"Los Angeles, CA, United States",South LA,Chesterfield Square,City of Los Angeles,Los Angeles,CA,90062,Los Angeles,"Los Angeles, CA",US,United States,33.99248,-118.30921000000001,House,Entire home/apt,4,1.5,3.0,5.0,,160.0,,,$250.00,$98.00,3,$20.00,3,28,4 days ago,7,30,37,37,7,83.0,9.0,9.0,10.0,8.0,2.84,47879.0,2019.0
19385091,57990794,,,f,5.0,"Los Angeles, CA, United States",South Robertson,Beverly Hills,Other Cities,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.06006,-118.38368,Apartment,Entire home/apt,2,1.0,0.0,1.0,,90.0,,,$100.00,$80.00,1,$20.00,1,1125,28 months ago,0,0,0,0,4,50.0,7.0,6.0,5.0,9.0,0.13,47879.0,2019.0
28610249,206538828,within an hour,100%,t,2.0,"Los Angeles, CA, United States",Venice,Venice,City of Los Angeles,Los Angeles,CA,90291,Los Angeles,"Los Angeles, CA",US,United States,33.99855,-118.47301999999999,Bungalow,Entire home/apt,5,1.0,2.0,1.0,,124.0,,,$350.00,$95.00,2,$50.00,30,1125,3 months ago,24,35,35,98,28,97.0,10.0,10.0,10.0,10.0,1.96,47879.0,2019.0
39924764,76378268,within a few hours,100%,f,0.0,"Los Angeles, CA, United States",Hollywood,Hollywood Hills,City of Los Angeles,Los Angeles,CA,90068,Los Angeles,"Los Angeles, CA",US,United States,34.11323,-118.32063000000001,Guesthouse,Entire home/apt,2,1.0,1.0,1.0,,140.0,,,$0.00,$60.00,1,$0.00,30,1125,5 days ago,3,3,3,3,1,100.0,10.0,10.0,10.0,10.0,1.0,47879.0,2019.0
21083141,52996072,within an hour,100%,t,1.0,"Los Angeles, CA, United States",West Los Angeles,Sawtelle,City of Los Angeles,Los Angeles,CA,90025,Los Angeles,"Los Angeles, CA",US,United States,34.046659999999996,-118.45913,Apartment,Entire home/apt,3,1.0,1.0,3.0,,120.0,,,$300.00,$60.00,2,$5.00,30,200,a week ago,8,17,43,43,130,95.0,9.0,9.0,10.0,9.0,4.89,47879.0,2019.0
6053101,31410442,within a few hours,100%,f,1.0,"Los Angeles, CA, United States",Studio City,Studio City,City of Los Angeles,Los Angeles,CA,91604,Los Angeles,"Los Angeles, CA",US,United States,34.14046,-118.36888,Condominium,Private room,1,1.0,1.0,1.0,,90.0,$450.00,"$1,200.00",$200.00,$150.00,1,$0.00,30,65,2 months ago,9,39,69,344,14,94.0,10.0,10.0,10.0,10.0,0.26,47879.0,2019.0
